id,name,password,image,phone,price,car,date,house,sumphone,sumhouse,mesphone,mescar,mesday,mesmonth,meshouse,double_num,mean_duo_af,category,positive_resultphone,negative_resultphone,positive_resultcar,negative_resultcar,total_positive
82,User_82,abc123,astronaut.jpg,0910167509,1350,บบ7623,6/7,53/02,38,,เลข ๓ ดาวอังคาร และเลข ๘ ดาวราหู เมื่อมาอยู่คู่กัน ให้ระวังการถูกอำนาจความลุ่มหลงโมหะจริตเข้าครอบงำ หากตกอยู่ใต้อิทธิพลเลขนี้ เจ้าชะตามักเจ้าอารมณ์ ยึดถือเอาความคิดตนตัวเองเป็นใหญ่ไม่ฟังคำใคร มีแนวโน้มจะพัวพันกับผู้มีอิทธิพล นักเลงอันธพาล หรืออาจจะลุ่มหลงไปในเรื่องบางเรื่องมากเกินไป ควรหมั่นทำบุญ เจริญสติ ตั้งสติให้อยู่ในทางดี เลข ๓๘ ส่งอิทธิพลให้เจ้าชะตา มักมีอุปนิสัยใจกล้า กล้าได้กล้าเสีย เป็นคนคิดไวทำไว แก้ปัญหาได้ดีทันสถานการณ์ มักทำอะไรคล่องแคล่วว่องไว มีความสามารถสูง หาเงินเก่ง แต่ก็ใช้เก่งด้วยเช่นกัน งานที่ชอบทำ คืองานที่ต้องมีความท้าทาย,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,10,01,16,67,75,50,09,","การแสวงหา และความสำเร็จ,อุปสรรคของชีวิต,ความเชื่อมั่น,ชีวิตที่ต้องฝ่าฟัน,ความผิดหวังทุกข์เศร้า,ต้นร้ายปลายดี,คุณธรรมและความสามารถ,สิ่งศักดิ์สิทธิ์คุ้มครอง,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,",25,75,66.6666666666667,33.3333333333333,45.8333333333333
83,User_83,258dgr,charizard.jpg,0917127340,819,ศข428,8/8,64/21,34,,เลข ๓ ดาวอังคาร คู่กับเลข ๔ ดาวพุธ เป็นคนที่มีสติปัญญาดี ปฏิภาณไหวพริบว่องไว ตัดสินใจรวดเร็ว มีความรู้รอบตัวมาก สนใจใฝ่ศึกษาหาความรู้ เป็นบุคคลกล้าหาญ กล้าพูดกล้าทำ เป็นคนเปิดเผย ชีวิตมักจะประสบความสำเร็จได้อย่างดี แม้ชีวิตจะพบอุปสรรคมากมาย แต่ก็สามารถเอาตัวรอดไปได้ด้วยสติปัญญาของตัวเองเสมอ แต่ข้อเสียคือมักเป็นคนดื้อรั้น ไม่ฟังใคร และควรระมัดระวังโรคเกี่ยวกับระบบประสาทและสมอง เลขนี้ไม่ร้ายอะไรมากนัก เจ้าชะตาควรหมั่นทำบุญ เจริญสมาธิ มีสติ ไม่ประมาทก็จะช่วยได้,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,17,71,12,27,73,34,40,","การแสวงหา และความสำเร็จ,ความไม่แน่นอนของชีวิต,ความเจริญที่ถูกขัดขวาง,คนสองบุคลิก,ความมุ่งมั่นสู่ความสำเร็จ,บาปเคราะห์,ความรอบรู้,ปฏิภาณไหวพริบนำพาสู่ความรุ่งโรจน์,","การงาน,ชีวิตอุปสรรค,ความเครียด,ประมาท,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",12,88,100,0,56
84,User_84,25jft7,shiba.jpg,0912666250,150000,บร1599,19/4,11/20,37,,ดาวอังคารเลข ๓ คู่กับดาวเสาร์เลข ๗ เลขคู่ของดาวบาปเคราะห์ มักส่งผลให้ชีวิตไม่สดใส ทำสิ่งใดมักมีแต่ความยากลำบาก มีอุปสรรคมาขวางกั้น ถ้าเกี่ยวข้องกับผู้ใดให้พึงระวังการทะเลาะวิวาท การขัดแย้งกัน ระวังอุบัติเหตุ และการพลัดพราก ชีวิตมีมุมหักเหขึ้นๆลงๆ ไม่ค่อยราบรื่นนัก หมั่นทำบุญ ทำจิตใจให้ผ่องใส,"ความเข้มแข็งและความกล้าหาญ 
 เป็นคนที่มีพลังสูง เป็นคนลุย ๆ ถึงไหนถึงกัน มักขับรถด้วยความเร็วสูง หรือเป็นคนใจร้อนจึงต้องมีสติ            ระมัดระวังอยู่เสมอ เลขนี้เหมาะกับผู้ชายมากกว่าผู้หญิง เหมาะสำหรับคนทำงานในเครื่องแบบ ตำรวจ ทหาร หมอ เป็นต้น",,,,"91,12,26,66,66,62,25,50,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,รสนิยมสูง,ลุ่มหลงมัวเมา,ลุ่มหลงมัวเมา,ความลุ่มหลง,ความสำเร็จที่ต้องฝ่าฟัน,คุณธรรมและความสามารถ,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ปัญหาด้านสุขภาพ,",62,38,100,0,81
85,User_85,258dgr,pngtree.jpg,0919939334,2000,มง861,22/4,92/34,50,,เป็นเลขดีมาก ด้วยกำลังของดาวพฤหัสบดี เลข ๕ ส่งผลให้เจ้าชะตา มักเป็นคนมีสติปัญญาดี มีคุณธรรม ส่วนดาวมฤตยูเลข ๐ มักส่งผลให้เจ้าชะตา ได้เดินทางหรือติดต่อกับต่างประเทศบ่อย มีโชคในต่างแดน หรือได้ใช้ชีวิตในแดนไกล หรือได้ไปศึกษาหาความรู้ คบหากับคนต่างชาติต่างภาษา เจ้าชะตามักเป็นบุคคลที่ชอบคิดค้น ขวนขวายหาความรู้ ชีวิตจะประสบความสำเร็จดี มีความเชื่อในเรื่องเร้นลับของธรรมชาติ และมักมีญาณสัมผัสกับสิ่งพิเศษเหนือธรรมชาติได้,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,19,99,93,39,93,33,34,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,พรสวรรค์ทางอำนาจจิต,ความสำเร็จที่รุ่มร้อน,ความกดดัน,ความสำเร็จที่รุ่มร้อน,ความฉุนเฉียว,ความรอบรู้,","การงาน,ความมั่นคง,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,",81,19,75,25,78
86,User_86,258dgr,charizard.jpg,0912676883,99999,บธ3626,22/12,65/66,50,,เป็นเลขดีมาก ด้วยกำลังของดาวพฤหัสบดี เลข ๕ ส่งผลให้เจ้าชะตา มักเป็นคนมีสติปัญญาดี มีคุณธรรม ส่วนดาวมฤตยูเลข ๐ มักส่งผลให้เจ้าชะตา ได้เดินทางหรือติดต่อกับต่างประเทศบ่อย มีโชคในต่างแดน หรือได้ใช้ชีวิตในแดนไกล หรือได้ไปศึกษาหาความรู้ คบหากับคนต่างชาติต่างภาษา เจ้าชะตามักเป็นบุคคลที่ชอบคิดค้น ขวนขวายหาความรู้ ชีวิตจะประสบความสำเร็จดี มีความเชื่อในเรื่องเร้นลับของธรรมชาติ และมักมีญาณสัมผัสกับสิ่งพิเศษเหนือธรรมชาติได้,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,12,26,67,76,68,88,83,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,รสนิยมสูง,ความผิดหวังทุกข์เศร้า,ความยากลำบาก,มัวเมาอบายมุข,ความสำเร็จที่แฝงความประมาท,กล้าได้กล้าเสีย,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",25,75,100,0,62.5
87,User_87,25jft7,astronaut.jpg,9102150214,800,ศข428,13/11,19/58,25,,เลข ๒ ดาวจันทร์ จับคู่กับเลข ๕ ดาวพฤหัส จัดเป็นดาวดาวศุภเคราะห์ทั้งคู่ แต่เนื่องจากผลรวม ๒ กับ ๕ คือเลข ๗ ดาวเสาร์ มักจะต้องฝ่าผันอุปสรรคก่อน จึงจะมีความสำเร็จในชีวิต ได้รับความร่วมมือดี มีคนให้ความช่วยเหลือ ผู้ใหญ่คอยให้การอุปถัมภ์ ในด้านความรัก ก็มักจะลงตัวลุล่วงไปด้วยดี เพียงแต่การที่จะประสบความสำเร็จ ต้องอาศัยความขยันหมั่นเพียร มานะบากบั่นด้วยพลังความสามารถของตัวเองจึงจะบรรลุความสำเร็จดังที่ต้องการ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"10,02,21,15,50,02,21,14,","อุปสรรคของชีวิต,ความจินตนาการ,ความพลิกผัน,ความสุขและการสนับสนุน,คุณธรรมและความสามารถ,ความจินตนาการ,ความพลิกผัน,พลังอำนาจมหัศจรรย์,","ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,การเรียน,ปัญหาด้านสุขภาพ,",25,75,100,0,62.5
88,User_88,258dgr,ninja.jpg,0916398546,150,กฉ1047,29/6,07/13,51,,เป็นเลขดีมาก เลข ๕ และ ๑ เป็นเลขคู่มิตร เป็นดาวคู่แห่งปัญญา มีปัญญาดี มีปฏิภาณไหวพริบ ทันโลก เรียนรู้ไว จึงมักจะประสบความสำเร็จด้านการงาน กิจการธุรกิจ ชีวิตมักจะร่ำรวยรุ่งเรืองดี นอกจากนี้ เลข ๕ และ ๑ รวมกันได้ ๖ ดาวศุภโชค โภคทรัพย์ มักจะมีโชคดีทางการเงิน เรื่องทรัพย์สิน เงินทอง จะสามารถหามาได้โดยง่าย มีเสน่ห์ เป็นที่รักใคร่ มีมนุษย์สัมพันธ์ดี มักมีผู้สนับสนุน อุปถัมภ์ค้ำชูอยู่เสมอ,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,16,63,39,98,85,54,46,","การแสวงหา และความสำเร็จ,ชีวิตที่ต้องฝ่าฟัน,พลังความรักและความสำเร็จ,ความกดดัน,ความสำเร็จที่รวดเร็ว,ทัศนคติที่ผิดพลาด,ราชาโชคและสำเร็จ,ความสุขและความสำเร็จ,","การงาน,การเรียน,การเงิน,ความมั่นคง,ความรัก,",87,13,50,50,68.5
89,User_89,159fsg,pngtree.jpg,0991310630,249,บบ7623,30/5,34/85,32,,เป็นเลขดี มีเสน่ห์รุนแรง เป็นที่ต้องตาต้องใจผู้ที่ได้พบเห็น มีเสน่ห์ดึงดูดใจเพศตรงข้าม มีคนเข้ามารักมาชอบมาก เป็นเลขที่โดดเด่นด้านเสน่ห์เมตตามหานิยม ถ้าเป็นสตรี มักมีผู้ใหญ่ให้ความเอ็นดูเมตตา อุปถัมป์ค้ำชู ส่งเสริมสนับสนุนเสมอ ไม่ตกอับ ในเรื่องของความรักมักมีคนเข้ามาให้เลือกเยอะ ด้านการศึกษา เจ้าชะตามักชอบในการศึกษาหาความรู้ มีสติปัญญาดี เฉลียวฉลาด สามารถจดจำสิ่งต่างๆได้อย่างรวดเร็ว ชีวิตจะประสบความสำเร็จเป็นอย่างดี,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"99,91,13,31,10,06,63,30,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,การเปลี่ยนแปลงทั้งดีและร้ายแบบฉับพลัน,ความไม่แน่นอนของโชคชะตา,อุปสรรคของชีวิต,ศิลปะวิทยาการ,พลังความรักและความสำเร็จ,การเปลี่ยนแปลงแบบฉับพลัน,","ความมั่นคง,การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,",37,63,66.6666666666667,33.3333333333333,51.8333333333333
90,User_90,258dgr,pngtree.jpg,0910091098,4100,กฉ1047,4/7,82/59,37,,ดาวอังคารเลข ๓ คู่กับดาวเสาร์เลข ๗ เลขคู่ของดาวบาปเคราะห์ มักส่งผลให้ชีวิตไม่สดใส ทำสิ่งใดมักมีแต่ความยากลำบาก มีอุปสรรคมาขวางกั้น ถ้าเกี่ยวข้องกับผู้ใดให้พึงระวังการทะเลาะวิวาท การขัดแย้งกัน ระวังอุบัติเหตุ และการพลัดพราก ชีวิตมีมุมหักเหขึ้นๆลงๆ ไม่ค่อยราบรื่นนัก หมั่นทำบุญ ทำจิตใจให้ผ่องใส,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,10,00,09,91,10,09,98,","การแสวงหา และความสำเร็จ,อุปสรรคของชีวิต,ความใจได้ยาก,สิ่งศักดิ์สิทธิ์คุ้มครอง,การแสวงหา และความสำเร็จ,อุปสรรคของชีวิต,สิ่งศักดิ์สิทธิ์คุ้มครอง,ความสำเร็จที่รวดเร็ว,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,ความมั่นคง,",37,63,50,50,43.5
91,User_91,abc123,shiba.jpg,0919512206,489,บบ7623,6/9,54/23,35,,ดาวอังคารเลข ๓ คู่กับเลข ๕ ดาวพฤหัส จัดว่าเป็นคู่สมพล เป็นเลขอำนาจบารมี ติดต่อกิจการงานใดมักราบรื่น เป็นที่ยำเกรงเคารพของลูกน้องและบริวาร การออกคำสั่งการงานมักบังเกิดผลดี เลขนี้ให้คุณในด้านพรสวรรค์เข้ากับคนได้ทุกระดับชั้น มักเป็นคนกระฉับกระเฉงคล่องงานรอบตัว บุคคลเลข ๓๕ มักจะพัวพันกับผู้ใหญ่ มักได้รับการอุปถัมภ์ค้ำชูจากผู้ใหญ่หรือผู้มีอำนาจ ทำให้กิจการงานมักเจริญรุ่งเรืองก้าวหน้า แต่เลข ๓ กับ ๕ รวมกันได้เลข ๘ ราหู จึงเป็นเลขที่ไม่น่าไว้วางใจนัก ต้องหนักแน่นระวังคนที่เข้ามาคบเพื่อหวังผลประโยชน์ บุคคลหมายเลข ๓๕ มักจะกำพร้า หรือต้องอยู่ห่างจากบุพการี ,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,19,95,51,12,22,20,06,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,บารมีและความสำเร็จในชีวิต,ความสุขสมบูรณ์,คนสองบุคลิก,อ่อนไหวเพ้อฝัน,ความสำเร็จจากแรงสนับสนุน,ศิลปะวิทยาการ,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",62,38,66.6666666666667,33.3333333333333,64.3333333333333
92,User_92,abc123,astronaut.jpg,0991246358,999,ขษจ427,29/2,65/84,47,,เลข ๔ ดาวพุธ และเลข ๗ ดาวเสาร์ เมื่อมาอยู่คู่กัน เป็นคนจริงจังกับชีวิต มีความเพียรพยายามสูง ชีวิตมีโอกาสประสบความสำเร็จได้จากความเพียรของตน จะต้องเหน็ดเหนื่อยฝ่าฟันและอดทนจึงจะพบความสำเร็จ เป็นเลขให้คุณด้านความเพียรพยายามโดยไม่รู้จักเหน็ดเหนื่อย ข้อด้อยของเลขนี้ คือมักเป็นคนใจอ่อน และเชื่อใจคนง่าย ในขณะเดียวกัน หากปักใจหลงผิดเรื่องใด มักจะกลับตัวยาก จึงต้องหมั่นเตือนใจตน ให้พิจารณาทุกเรื่องในชีวิตด้วยเหตุผล ด้วยความรอบคอบ,"ความทุกข์และอุปสรรคในชีวิต 
 มีพลังส่งผลกระทบเรื่องการเสียทรัพย์ มีอุปสรรคในชีวิต หรือเกิดอุบัติเหตุได้ง่ายมักจะเกิดผลเสียด้านการเงิน            เหมาะสำหรับคนที่ทำอาชีพด้านเกษตรกรรม การขนส่ง อาชีพที่ต้องใช้ความอดทน หรือ โปรเจ็คต์ระยะยาว",,,,"99,91,12,24,46,63,35,58,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสุข ความสำเร็จ และการสนับสนุน,ความสุขและความสำเร็จ,พลังความรักและความสำเร็จ,คู่สมพล,ความลุ่มหลงงมงาย,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,",75,25,66.6666666666667,33.3333333333333,70.8333333333333
93,User_93,abc123,pngtree.jpg,0919323853,260,กฉว488,7/3,86/18,43,,เลข ๔ ดาวพุธ กับเลข ๓ ดาวอังคาร เป็นผู้มีปฏิภาณไหวพริบดี แก้ไขปัญหาเก่ง มีมนุษยสัมพันธ์ดี เข้ากับคนง่าย แต่มีข้อด้อยคือ เป็นคนคิดมาก เครียดง่าย ทุกข์ใจง่าย ไม่ค่อยไว้ใจใคร และอาจมีศัตรูลอบกลั่นแกล้งอยู่เบื้องหลังเสมอ เลข ๔ กับเลข ๓ บวกกันได้เลข ๗ ดาวเสาร์ ชีวิตจึงมักเหน็ดเหนื่อย ต้องต่อสู้ฝ่าฟันกับอุปสรรคที่มีเข้ามา ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,19,93,32,23,38,85,53,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,ความสำเร็จที่รุ่มร้อน,เสน่ห์เมตตามหานิยม,เสน่ห์เมตตามหานิยม,โมหะจริต,ทัศนคติที่ผิดพลาด,เลขให้คุณปานกลาง,","การงาน,การเรียน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",75,25,66.6666666666667,33.3333333333333,70.8333333333333
94,User_94,159fsg,shiba.jpg,0916445191,301,กช7360,26/3,93/59,40,,เป็นเลขดี อิทธิพลของเลขนี้ มักส่งผลให้เจ้าชะตาเป็นผู้มีปัญญาเฉลียวฉลาด ปฏิภาณไหวพริบล้ำเลิศ แก้ปัญหาเฉพาะหน้าได้ดี ชอบการประดิษฐ์คิดค้นสิ่งใหม่ๆ เป็นนักคิดนักฝัน มักมีแนวคิดและไอเดียที่โดดเด่น จินตนาการก้าวไกล โดดเด่นในสังคม มีวาทะศิลป์ในการโน้มน้าวจิตใจคนอื่น ชอบเดินทางท่องเที่ยว เก็บเงินเก่งบริหารการเงินเป็น เหมาะกับงานวางแผนทางธุรกิจ งานด้านการตลาด หรืองานที่ต้องติดต่อสื่อสารกับคนมากๆ ,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,16,64,44,45,51,19,91,","การแสวงหา และความสำเร็จ,ชีวิตที่ต้องฝ่าฟัน,ความสุขและความสำเร็จ,วาทศิลป์และสติปัญญา,ความสำเร็จและความมั่นคง,ความสุขสมบูรณ์,ความสำเร็จ เจริญรุ่งเรือง,การแสวงหา และความสำเร็จ,","การงาน,การเรียน,ความรัก,การเงิน,",100,0,16.6666666666667,83.3333333333333,58.3333333333333
95,User_95,devh9,charizard.jpg,0991117721,180,มง861,6/9,52/69,38,,เลข ๓ ดาวอังคาร และเลข ๘ ดาวราหู เมื่อมาอยู่คู่กัน ให้ระวังการถูกอำนาจความลุ่มหลงโมหะจริตเข้าครอบงำ หากตกอยู่ใต้อิทธิพลเลขนี้ เจ้าชะตามักเจ้าอารมณ์ ยึดถือเอาความคิดตนตัวเองเป็นใหญ่ไม่ฟังคำใคร มีแนวโน้มจะพัวพันกับผู้มีอิทธิพล นักเลงอันธพาล หรืออาจจะลุ่มหลงไปในเรื่องบางเรื่องมากเกินไป ควรหมั่นทำบุญ เจริญสติ ตั้งสติให้อยู่ในทางดี เลข ๓๘ ส่งอิทธิพลให้เจ้าชะตา มักมีอุปนิสัยใจกล้า กล้าได้กล้าเสีย เป็นคนคิดไวทำไว แก้ปัญหาได้ดีทันสถานการณ์ มักทำอะไรคล่องแคล่วว่องไว มีความสามารถสูง หาเงินเก่ง แต่ก็ใช้เก่งด้วยเช่นกัน งานที่ชอบทำ คืองานที่ต้องมีความท้าทาย,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"99,91,11,11,17,77,72,21,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,ความขัดแย้งในตัวเอง,ความขัดแย้งในตัวเอง,ความไม่แน่นอนของชีวิต,ความกดดันทวีคูณ,ชะตาแข็ง,ความพลิกผัน,","ความมั่นคง,การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",25,75,75,25,50
96,User_96,abc123,shiba.jpg,0912155505,155000,ศข428,1/5,16/70,33,,เลข ๓๓ ดาวอังคารสองดวง พลังแห่งการต่อสู้แข่งขันของดาวอังคารจึงเพิ่มขึ้นถึงสองเท่า มักส่งผลให้เจ้าชะตาเป็นคนที่มีอารมณ์ฉุนเฉียวรุนแรง ทำอะไรตามอำเภอใจ ขาดความยับยั้งชั่งใจ มุทะลุ ดุดัน ขี้หงุดหงิด โมโหร้าย มักเป็นคนเลือดร้อน มีปากเสียงกับผู้อื่นได้ง่าย มีเรื่องการขัดวาจากันเสมอ โอกาสเกิดอุบัติเหตุมีสูงเนื่องจากความใจร้อน เป็นคนที่ซีเรียสจริงจังกับความรักมากเกินไป และเป็นลักษณะรุนแรงมากด้วย เป็นคนชอบเสี่ยงไม่ระมัดระวัง,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,12,21,15,55,55,50,05,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความพลิกผัน,ความสุขและการสนับสนุน,ความมั่นคงในชีวิตและสุขสบาย,ความมั่นคงในชีวิตและสุขสบาย,คุณธรรมและความสามารถ,สติปัญญาทางธรรมมะ,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,ปัญหาด้านสุขภาพ,",50,50,100,0,75
